id,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,class_name
3360,I,medium,medium,high,heavy,medium,medium,heavy,old_age
3361,F,medium,medium,high,heavy,medium,heavy,heavy,old_age
3362,M,small,small,small,light,light,light,light,medium_age
3363,M,small,small,small,light,light,light,light,medium_age
3364,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3365,M,small,small,small,light,light,light,light,old_age
3366,I,small,small,small,light,light,light,light,old_age
3367,M,small,small,small,light,light,light,light,young
3368,I,medium,large,high,heavy,medium,medium,heavy,old_age
3369,I,large,large,high,heavy,medium,heavy,heavy,old_age
3370,I,large,medium,high,heavy,medium,heavy,heavy,old_age
3371,M,small,small,medium,light,light,light,light,old_age
3372,M,small,small,small,light,light,light,light,medium_age
3373,I,small,small,medium,light,light,light,medium,old_age
3374,M,medium,medium,medium,medium,medium,medium,medium,old_age
3375,F,small,small,medium,medium,medium,medium,light,medium_age
3376,F,small,small,medium,light,light,medium,light,medium_age
3377,I,small,small,small,light,light,light,light,young
3378,I,small,small,small,light,light,light,light,young
3379,M,small,small,small,light,light,light,light,young
3380,I,small,small,small,light,light,light,light,young
3381,I,small,small,small,light,light,light,light,young
3382,M,medium,medium,high,medium,medium,heavy,heavy,old_age
3383,M,medium,medium,small,medium,medium,medium,medium,old_age
3384,M,medium,small,medium,medium,medium,medium,medium,old_age
3385,F,small,small,small,light,light,light,light,young
3386,F,small,small,small,light,light,medium,light,old_age
3387,M,medium,medium,medium,medium,medium,heavy,medium,old_age
3388,M,medium,medium,medium,medium,medium,medium,heavy,old_age
3389,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3390,M,medium,large,medium,heavy,medium,heavy,heavy,old_age
3391,M,medium,medium,high,heavy,heavy,heavy,medium,medium_age
3392,M,medium,medium,medium,medium,medium,medium,heavy,old_age
3393,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3394,M,medium,medium,medium,medium,medium,medium,heavy,medium_age
3395,M,large,large,high,heavy,medium,heavy,heavy,old_age
3396,F,large,medium,high,heavy,medium,medium,heavy,old_age
3397,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3398,F,small,small,medium,medium,light,medium,medium,old_age
3399,M,small,small,small,light,light,light,light,medium_age
3400,F,small,small,small,light,light,light,light,young
3401,M,medium,medium,medium,medium,medium,medium,medium,medium_age
3402,M,small,medium,medium,medium,light,medium,medium,old_age
3403,M,small,small,medium,medium,light,medium,medium,old_age
3404,I,small,small,small,light,light,light,light,medium_age
3405,M,small,small,small,light,light,light,light,young
3406,I,small,small,small,light,light,light,light,young
3407,I,small,small,small,light,light,light,light,young
3408,I,small,small,small,light,light,light,light,young
3409,I,small,small,small,light,light,light,light,young
3410,I,small,small,small,light,light,light,light,young
3411,I,small,small,small,light,light,light,light,young
3412,I,small,small,small,light,light,light,light,young
3413,I,small,small,small,medium,medium,light,medium,young
3414,M,medium,medium,small,medium,medium,medium,medium,medium_age
3415,F,medium,small,small,light,medium,light,light,young
3416,F,medium,large,high,heavy,medium,medium,heavy,medium_age
3417,M,medium,medium,medium,medium,heavy,medium,medium,young
3418,M,medium,medium,medium,medium,heavy,medium,medium,medium_age
3419,F,medium,large,high,heavy,heavy,heavy,heavy,young
3420,M,medium,large,medium,heavy,heavy,heavy,medium,young
3421,F,large,large,high,heavy,medium,medium,heavy,medium_age
3422,M,large,large,medium,heavy,heavy,heavy,medium,old_age
3423,M,large,large,medium,heavy,heavy,medium,medium,medium_age
3424,F,large,large,medium,heavy,heavy,heavy,heavy,old_age
3425,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3426,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3427,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3428,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3429,I,small,small,small,light,light,light,light,young
3430,I,small,small,small,light,light,light,light,young
3431,I,small,small,small,light,light,light,light,young
3432,I,small,small,small,light,light,light,light,young
3433,I,small,small,small,light,light,light,light,young
3434,I,small,small,small,light,light,light,light,young
3435,I,small,small,small,light,light,light,light,young
3436,I,small,small,small,light,light,light,light,young
3437,I,small,small,small,light,light,light,light,young
3438,I,small,small,small,light,light,light,light,young
3439,I,small,small,small,light,light,light,light,young
3440,I,small,small,medium,light,light,light,light,young
3441,I,small,small,small,light,light,light,light,young
3442,F,small,small,small,light,light,light,light,young
3443,M,small,small,medium,medium,medium,light,light,young
3444,I,medium,small,small,light,light,light,light,young
3445,F,medium,medium,small,medium,medium,medium,light,medium_age
3446,I,medium,medium,medium,medium,medium,medium,light,young
3447,I,medium,medium,small,medium,medium,light,light,young
3448,F,medium,medium,small,medium,medium,medium,light,young
3449,M,medium,medium,small,medium,medium,medium,light,young
3450,M,medium,medium,medium,medium,medium,medium,medium,young
3451,F,medium,medium,medium,medium,medium,medium,medium,young
3452,M,medium,medium,medium,medium,medium,medium,medium,young
3453,F,medium,medium,medium,medium,medium,medium,medium,young
3454,F,medium,medium,small,medium,medium,medium,medium,young
3455,F,medium,medium,high,heavy,heavy,medium,medium,young
3456,M,large,large,medium,heavy,heavy,heavy,heavy,medium_age
3457,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3458,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3459,F,large,large,high,heavy,heavy,heavy,medium,young
3460,M,large,large,high,heavy,heavy,heavy,heavy,young
3461,M,large,large,high,heavy,heavy,heavy,medium,medium_age
3462,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3463,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3464,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3465,M,large,large,medium,heavy,heavy,heavy,heavy,medium_age
3466,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3467,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3468,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3469,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3470,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3471,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3472,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3473,I,small,small,small,light,light,light,light,young
3474,I,small,small,small,light,light,light,light,young
3475,I,small,small,small,light,light,light,light,young
3476,I,small,small,small,light,light,light,light,young
3477,I,small,small,small,light,light,light,light,young
3478,I,small,small,small,light,light,light,light,young
3479,I,small,small,small,light,light,light,light,young
3480,I,small,small,small,light,light,light,light,young
3481,I,small,small,small,light,light,light,light,young
3482,I,small,small,small,light,medium,light,light,young
3483,I,small,small,medium,light,light,light,light,young
3484,I,small,small,small,light,light,light,light,young
3485,I,small,medium,high,medium,medium,medium,medium,young
3486,I,medium,small,small,medium,medium,medium,light,young
3487,F,medium,large,high,heavy,heavy,heavy,heavy,young
3488,I,medium,medium,medium,medium,medium,light,light,young
3489,I,medium,medium,medium,light,medium,medium,light,young
3490,F,medium,medium,medium,medium,medium,light,medium,young
3491,M,medium,medium,high,medium,medium,medium,medium,medium_age
3492,M,medium,medium,high,medium,heavy,medium,medium,young
3493,M,medium,medium,medium,medium,medium,medium,medium,young
3494,M,medium,medium,medium,medium,medium,medium,medium,young
3495,F,medium,medium,medium,medium,medium,medium,medium,medium_age
3496,M,medium,medium,medium,medium,medium,medium,medium,young
3497,M,medium,medium,medium,medium,medium,medium,medium,young
3498,F,medium,medium,medium,medium,heavy,heavy,medium,medium_age
3499,M,medium,medium,medium,medium,medium,heavy,medium,medium_age
3500,F,large,large,high,medium,heavy,medium,medium,medium_age
3501,M,large,medium,medium,medium,heavy,medium,medium,young
3502,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3503,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3504,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3505,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3506,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3507,M,large,large,high,heavy,heavy,heavy,medium,medium_age
3508,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3509,F,large,large,high,heavy,heavy,heavy,medium,medium_age
3510,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3511,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3512,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3513,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3514,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3515,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3516,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3517,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3518,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3519,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3520,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3521,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3522,I,small,small,small,light,light,light,light,young
3523,I,small,small,small,light,light,light,light,young
3524,I,small,small,small,light,light,light,light,young
3525,I,small,small,small,light,light,light,light,young
3526,I,small,small,small,light,light,light,light,young
3527,I,small,small,small,light,light,light,light,young
3528,I,small,small,small,light,light,light,light,young
3529,I,small,small,small,light,light,light,light,young
3530,I,small,small,small,light,light,light,light,young
3531,I,small,small,small,light,light,light,light,young
3532,I,small,small,small,light,light,light,light,young
3533,I,small,small,small,light,light,light,light,young
3534,I,small,small,small,light,light,light,light,young
3535,I,small,small,small,light,light,light,light,young
3536,I,small,small,small,light,light,light,light,medium_age
3537,I,small,small,small,light,light,light,light,young
3538,I,small,small,small,light,light,light,light,young
3539,M,small,small,small,light,light,light,light,young
3540,I,small,small,small,light,light,light,light,young
3541,I,small,small,small,light,light,light,light,young
3542,I,small,small,small,light,medium,light,light,young
3543,I,small,medium,small,light,light,light,light,young
3544,I,small,small,small,light,light,light,light,young
3545,I,small,small,medium,light,light,light,light,medium_age
3546,I,small,small,medium,light,light,light,light,young
3547,I,small,small,small,light,medium,light,light,young
3548,I,small,small,medium,light,medium,light,light,medium_age
3549,F,medium,small,small,medium,medium,light,light,young
3550,I,medium,small,medium,light,light,light,light,medium_age
3551,M,medium,medium,small,medium,medium,light,light,young
3552,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3553,I,medium,medium,small,medium,medium,light,light,young
3554,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3555,I,medium,medium,medium,medium,medium,medium,medium,young
3556,M,medium,medium,medium,medium,medium,medium,medium,young
3557,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3558,I,medium,medium,medium,medium,medium,medium,medium,young
3559,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3560,F,medium,medium,high,heavy,heavy,heavy,heavy,medium_age
3561,M,medium,large,medium,heavy,heavy,heavy,medium,medium_age
3562,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3563,F,medium,medium,high,medium,medium,medium,medium,young
3564,I,medium,medium,medium,medium,medium,medium,medium,young
3565,I,medium,medium,medium,medium,heavy,medium,medium,medium_age
3566,F,medium,large,high,medium,medium,medium,medium,medium_age
3567,M,medium,medium,medium,medium,medium,medium,medium,medium_age
3568,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3569,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3570,I,medium,large,medium,medium,medium,medium,medium,old_age
3571,M,medium,large,high,heavy,heavy,medium,medium,medium_age
3572,F,medium,large,high,medium,medium,heavy,medium,medium_age
3573,F,medium,medium,high,heavy,heavy,heavy,heavy,medium_age
3574,F,large,large,medium,medium,medium,medium,medium,medium_age
3575,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3576,M,large,large,medium,medium,medium,medium,medium,young
3577,F,large,large,medium,heavy,medium,medium,heavy,old_age
3578,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3579,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3580,F,large,large,medium,medium,medium,medium,medium,medium_age
3581,F,large,large,high,heavy,heavy,medium,heavy,medium_age
3582,M,large,large,high,heavy,heavy,medium,medium,medium_age
3583,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3584,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3585,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3586,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3587,I,large,large,medium,heavy,medium,heavy,heavy,old_age
3588,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3589,M,large,large,high,heavy,heavy,medium,heavy,old_age
3590,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3591,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3592,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3593,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3594,F,large,large,high,heavy,heavy,medium,heavy,young
3595,F,large,large,medium,heavy,heavy,heavy,heavy,old_age
3596,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3597,M,large,large,medium,heavy,heavy,heavy,heavy,medium_age
3598,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3599,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3600,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3601,I,small,small,small,light,light,light,light,young
3602,I,small,small,small,light,light,light,light,young
3603,I,small,small,small,light,light,light,light,young
3604,I,small,small,small,light,light,light,light,young
3605,I,small,small,small,light,medium,medium,light,young
3606,I,medium,small,small,medium,medium,light,light,young
3607,F,medium,small,small,medium,medium,light,light,young
3608,M,medium,medium,medium,medium,medium,medium,light,young
3609,M,medium,medium,medium,medium,medium,medium,medium,young
3610,F,medium,medium,small,medium,heavy,medium,medium,medium_age
3611,M,medium,medium,high,medium,medium,medium,medium,medium_age
3612,F,medium,large,high,heavy,heavy,heavy,medium,medium_age
3613,M,large,medium,high,heavy,medium,heavy,heavy,medium_age
3614,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3615,M,large,large,medium,heavy,medium,heavy,heavy,old_age
3616,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3617,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3618,M,large,medium,high,medium,heavy,medium,medium,medium_age
3619,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3620,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3621,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3622,F,large,medium,high,heavy,heavy,heavy,heavy,young
3623,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3624,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3625,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3626,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3627,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3628,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3629,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3630,I,small,small,small,light,light,light,light,young
3631,I,small,small,small,light,light,light,light,young
3632,I,small,small,small,light,light,light,light,young
3633,I,small,small,small,light,light,light,light,young
3634,I,small,small,small,light,light,light,light,young
3635,I,small,small,small,light,light,light,light,young
3636,I,small,small,small,light,light,light,light,young
3637,I,small,small,small,light,light,light,light,young
3638,I,small,small,small,light,light,light,light,young
3639,I,small,small,small,light,light,light,light,young
3640,I,small,small,small,light,light,light,light,young
3641,I,small,small,small,light,light,light,light,young
3642,I,small,small,small,light,light,light,light,medium_age
3643,I,small,small,small,light,medium,light,light,young
3644,I,small,small,small,light,light,light,light,young
3645,I,small,small,small,light,light,light,light,young
3646,I,small,small,small,light,light,light,light,medium_age
3647,I,small,small,medium,light,light,light,light,medium_age
3648,I,medium,small,medium,light,light,light,light,young
3649,I,medium,medium,small,light,light,light,medium,medium_age
3650,I,medium,medium,medium,medium,light,medium,medium,medium_age
3651,I,medium,medium,medium,medium,medium,medium,medium,young
3652,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3653,F,medium,medium,medium,medium,medium,medium,medium,medium_age
3654,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3655,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3656,M,medium,medium,medium,medium,medium,medium,medium,medium_age
3657,I,medium,medium,medium,medium,medium,light,medium,old_age
3658,M,medium,medium,medium,medium,medium,medium,medium,young
3659,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3660,M,medium,medium,medium,medium,medium,medium,medium,medium_age
3661,F,medium,medium,medium,medium,medium,medium,medium,medium_age
3662,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3663,I,medium,medium,medium,medium,medium,medium,medium,young
3664,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3665,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3666,I,medium,medium,medium,medium,heavy,medium,medium,medium_age
3667,I,medium,medium,medium,medium,heavy,medium,medium,young
3668,F,medium,medium,medium,heavy,medium,heavy,heavy,old_age
3669,F,medium,large,medium,medium,medium,medium,medium,medium_age
3670,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3671,M,medium,large,medium,medium,medium,medium,medium,young
3672,I,large,large,medium,medium,medium,medium,medium,medium_age
3673,F,large,medium,medium,medium,heavy,medium,medium,medium_age
3674,F,large,medium,medium,heavy,heavy,heavy,heavy,medium_age
3675,F,large,medium,high,heavy,heavy,heavy,medium,old_age
3676,M,large,large,high,medium,medium,medium,heavy,medium_age
3677,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3678,M,large,large,high,heavy,heavy,medium,heavy,old_age
3679,F,large,large,medium,heavy,medium,heavy,heavy,medium_age
3680,M,large,medium,high,heavy,heavy,heavy,medium,medium_age
3681,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3682,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3683,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3684,M,large,large,medium,heavy,heavy,medium,heavy,medium_age
3685,I,large,large,medium,medium,heavy,medium,medium,old_age
3686,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3687,F,large,large,medium,heavy,heavy,heavy,heavy,old_age
3688,I,large,large,high,heavy,heavy,heavy,heavy,old_age
3689,I,large,large,high,heavy,heavy,medium,heavy,old_age
3690,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3691,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3692,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3693,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3694,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3695,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3696,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3697,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3698,M,large,large,high,heavy,heavy,medium,heavy,old_age
3699,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3700,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3701,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3702,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3703,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3704,F,large,large,medium,heavy,heavy,heavy,heavy,old_age
3705,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3706,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3707,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3708,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3709,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3710,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3711,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3712,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3713,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3714,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3715,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3716,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3717,I,small,small,small,light,light,light,light,young
3718,I,small,small,small,light,light,light,light,young
3719,I,small,small,small,light,light,light,light,young
3720,I,small,small,small,light,light,light,light,young
3721,F,small,small,small,medium,medium,medium,light,young
3722,M,small,small,medium,medium,medium,medium,medium,medium_age
3723,I,small,small,small,light,light,medium,light,medium_age
3724,I,small,small,small,light,light,light,light,medium_age
3725,F,medium,small,medium,medium,medium,medium,medium,young
3726,M,medium,small,medium,medium,heavy,heavy,medium,medium_age
3727,I,medium,medium,medium,medium,medium,medium,medium,young
3728,M,medium,medium,medium,medium,medium,medium,medium,young
3729,I,medium,small,medium,medium,medium,medium,medium,medium_age
3730,M,medium,medium,medium,medium,medium,medium,medium,medium_age
3731,M,medium,small,small,medium,medium,medium,light,medium_age
3732,F,medium,medium,high,heavy,heavy,heavy,heavy,medium_age
3733,F,medium,medium,high,heavy,heavy,heavy,heavy,medium_age
3734,M,large,medium,high,heavy,heavy,heavy,medium,medium_age
3735,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3736,M,large,large,medium,heavy,heavy,heavy,medium,medium_age
3737,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3738,M,large,large,medium,heavy,heavy,heavy,medium,medium_age
3739,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3740,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3741,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3742,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3743,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3744,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3745,I,small,small,small,light,light,light,light,young
3746,I,small,small,small,light,light,light,light,young
3747,I,small,small,small,light,light,light,light,young
3748,I,small,small,small,light,light,light,light,young
3749,I,small,small,small,light,light,light,light,young
3750,I,small,small,small,light,light,light,light,young
3751,I,small,small,small,light,light,light,light,young
3752,I,small,small,small,light,light,light,light,young
3753,I,small,small,medium,light,light,light,light,young
3754,I,small,small,small,light,light,light,light,young
3755,I,medium,small,medium,light,medium,light,light,young
3756,I,medium,medium,small,light,light,medium,medium,young
3757,I,medium,medium,small,medium,light,medium,medium,medium_age
3758,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3759,I,medium,medium,medium,medium,medium,light,medium,medium_age
3760,M,medium,medium,medium,medium,medium,medium,medium,medium_age
3761,M,medium,medium,medium,medium,medium,medium,medium,medium_age
3762,M,medium,medium,medium,medium,medium,medium,medium,medium_age
3763,I,medium,medium,small,light,light,light,light,young
3764,I,medium,medium,medium,medium,medium,medium,medium,old_age
3765,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3766,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3767,F,medium,medium,medium,medium,medium,medium,medium,medium_age
3768,M,medium,medium,high,medium,medium,medium,medium,medium_age
3769,M,medium,large,medium,medium,medium,medium,medium,medium_age
3770,F,medium,medium,medium,medium,medium,heavy,medium,medium_age
3771,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3772,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3773,M,medium,large,small,heavy,heavy,medium,medium,medium_age
3774,F,medium,medium,medium,medium,medium,medium,heavy,medium_age
3775,I,medium,medium,medium,medium,medium,light,medium,medium_age
3776,M,medium,medium,medium,medium,medium,medium,medium,young
3777,F,medium,medium,medium,medium,medium,medium,medium,old_age
3778,M,medium,large,medium,medium,medium,heavy,medium,medium_age
3779,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3780,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3781,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3782,M,large,medium,medium,medium,heavy,medium,medium,medium_age
3783,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3784,I,large,large,high,heavy,heavy,heavy,heavy,old_age
3785,M,large,large,medium,heavy,heavy,heavy,heavy,old_age
3786,M,large,large,medium,heavy,heavy,heavy,heavy,medium_age
3787,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3788,M,large,large,high,heavy,medium,heavy,heavy,old_age
3789,F,large,large,medium,heavy,medium,heavy,heavy,young
3790,F,large,large,medium,heavy,heavy,heavy,heavy,medium_age
3791,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3792,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3793,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3794,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3795,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3796,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3797,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3798,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3799,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3800,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3801,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3802,I,small,small,small,light,light,light,light,young
3803,I,small,small,small,light,light,light,light,young
3804,I,small,small,small,light,light,light,light,young
3805,I,small,small,small,light,light,light,light,young
3806,M,small,small,small,light,light,light,light,medium_age
3807,I,small,small,small,light,light,light,light,young
3808,F,small,small,small,medium,medium,medium,light,young
3809,M,medium,medium,medium,medium,medium,medium,medium,medium_age
3810,F,medium,small,medium,light,light,light,medium,young
3811,I,medium,medium,medium,medium,medium,light,medium,young
3812,M,medium,medium,medium,medium,medium,medium,medium,medium_age
3813,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3814,I,small,small,small,light,light,light,light,young
3815,I,small,small,small,light,light,light,medium,young
3816,I,small,small,small,light,light,light,light,young
3817,M,small,small,small,light,medium,light,light,young
3818,M,small,medium,small,medium,medium,light,light,young
3819,M,medium,medium,medium,medium,medium,medium,medium,medium_age
3820,M,medium,medium,medium,medium,heavy,medium,medium,young
3821,M,medium,medium,medium,medium,medium,medium,medium,medium_age
3822,M,large,medium,medium,heavy,medium,medium,heavy,medium_age
3823,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3824,F,large,medium,medium,heavy,heavy,heavy,medium,medium_age
3825,M,large,medium,high,heavy,heavy,heavy,heavy,young
3826,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3827,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3828,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3829,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3830,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3831,M,medium,medium,small,medium,light,medium,medium,old_age
3832,F,medium,medium,high,medium,medium,medium,medium,medium_age
3833,F,small,small,small,light,light,light,medium,old_age
3834,M,medium,medium,medium,medium,medium,medium,medium,old_age
3835,M,small,small,small,light,light,light,light,young
3836,F,small,small,small,light,light,light,medium,young
3837,M,small,small,small,light,light,light,light,medium_age
3838,I,small,small,small,light,light,light,light,young
3839,I,small,small,small,light,light,light,light,young
3840,M,medium,medium,medium,medium,medium,medium,medium,young
3841,F,medium,medium,medium,medium,medium,medium,medium,medium_age
3842,M,medium,medium,medium,medium,medium,medium,medium,old_age
3843,F,large,large,medium,medium,medium,medium,heavy,medium_age
3844,M,medium,medium,high,medium,medium,medium,medium,old_age
3845,M,medium,medium,medium,medium,medium,medium,heavy,old_age
3846,M,small,small,small,light,light,light,light,old_age
3847,I,small,small,small,light,light,light,light,young
3848,M,small,small,medium,light,medium,light,light,medium_age
3849,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3850,M,small,small,small,light,light,light,light,young
3851,F,small,small,small,light,light,light,light,young
3852,M,medium,medium,medium,medium,medium,medium,medium,medium_age
3853,M,medium,medium,medium,medium,medium,medium,medium,old_age
3854,F,medium,large,medium,medium,heavy,heavy,medium,medium_age
3855,F,medium,medium,medium,medium,medium,medium,medium,old_age
3856,M,small,small,small,light,light,light,light,young
3857,I,small,small,small,light,light,light,light,medium_age
3858,M,large,large,high,heavy,medium,heavy,heavy,old_age
3859,F,medium,medium,high,medium,medium,heavy,heavy,old_age
3860,F,medium,medium,high,medium,heavy,medium,medium,medium_age
