left,right,confidence,support
"{'hdchk=f','qxmsq=f','reskd=f','spcop=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','spcop=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','spcop=f','wkna=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','spcop=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','spcop=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','stlmt=f','thrsk=f'}",{'skach=f'},1,0
{'stlmt=f'},{'skach=f'},1,0
"{'hdchk=f','stlmt=f'}",{'skach=f'},1,0
"{'reskd=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','stlmt=f'}",{'skach=f'},1,0
{'qxmsq=f'},{'skach=f'},1,0
"{'hdchk=f','qxmsq=f'}",{'skach=f'},1,0
{'bkon=f'},{'skach=f'},1,0
"{'qxmsq=f','reskd=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f'}",{'skach=f'},1,0
"{'qxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','reskd=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','reskd=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','stlmt=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','stlmt=f'}",{'skach=f'},1,0
{'wkna=f'},{'skach=f'},1,0
"{'stlmt=f','wkna=f'}",{'skach=f'},1,0
{'wkna=f'},{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','stlmt=f'}",{'skach=f'},1,0
{'rxmsq=f'},{'skach=f'},1,0
"{'hdchk=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','wkna=f'}",{'skach=f'},1,0
"{'bkon=f','reskd=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','reskd=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','rxmsq=f'}",{'skach=f'},1,0
"{'reskd=f','wkna=f'}",{'skach=f'},1,0
"{'reskd=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'reskd=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','wkna=f'}",{'skach=f'},1,0
"{'qxmsq=f','rxmsq=f'}",{'skach=f'},1,0
"{'reskd=f','rxmsq=f'}",{'skach=f'},1,0
"{'rxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','qxmsq=f'}",{'skach=f'},1,0
"{'hdchk=f','rxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','qxmsq=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','rxmsq=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','rxmsq=f'}",{'skach=f'},1,0
{'bknwy=f'},{'skach=f'},1,0
"{'bknwy=f','hdchk=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','rxmsq=f'}",{'skach=f'},1,0
"{'reskd=f','rxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'qxmsq=f','rxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','qxmsq=f','reskd=f'}",{'skach=f'},1,0
"{'bknwy=f','reskd=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','rxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','rxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','qxmsq=f','reskd=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','rxmsq=f'}",{'skach=f'},1,0
"{'bknwy=f','hdchk=f','reskd=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','rxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','qxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','mulch=f'}",{'hdchk=f'},1,0
"{'bkon=f','hdchk=f','qxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'bknwy=f','stlmt=f'}",{'skach=f'},1,0
"{'qxmsq=f','wkna=f'}",{'skach=f'},1,0
"{'qxmsq=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'qxmsq=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','rxmsq=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','skrxp=f'}",{'hdchk=f'},1,0
"{'bknwy=f','hdchk=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','skrxp=f','spcop=f'}",{'hdchk=f'},1,0
"{'hdchk=f','qxmsq=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','wkna=f'}",{'skach=f'},1,0
"{'mulch=f','thrsk=f'}",{'reskd=f'},1,0
"{'mulch=f','spcop=f','thrsk=f'}",{'reskd=f'},1,0
"{'mulch=f','thrsk=f'}",{'reskd=f'},1,0
"{'hdchk=f','mulch=f','thrsk=f'}",{'reskd=f'},1,0
"{'hdchk=f','mulch=f','spcop=f','thrsk=f'}",{'reskd=f'},1,0
"{'hdchk=f','mulch=f','thrsk=f'}",{'reskd=f'},1,0
"{'bkon=f','qxmsq=f','reskd=f','stlmt=f'}",{'skach=f'},1,0
"{'bkon=f','mulch=f','reskd=f'}",{'hdchk=f'},1,0
{'stlmt=f'},{'hdchk=f'},1,0
"{'bkon=f','wkna=f'}",{'skach=f'},1,0
"{'bkon=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'bkon=f','wkna=f'}",{'skach=f'},1,0
"{'spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','skach=f','thrsk=f'}",{'reskd=f'},1,0
"{'bknwy=f','reskd=f','stlmt=f'}",{'skach=f'},1,0
"{'mulch=f','skach=f','spcop=f','thrsk=f'}",{'reskd=f'},1,0
"{'mulch=f','skach=f','thrsk=f'}",{'reskd=f'},1,0
"{'bkon=f','hdchk=f','wkna=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','wkna=f'}",{'skach=f'},1,0
"{'bkon=f','hdchk=f','qxmsq=f','reskd=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','skach=f','thrsk=f'}",{'reskd=f'},1,0
"{'qxmsq=f','reskd=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','mulch=f','skach=f','spcop=f','thrsk=f'}",{'reskd=f'},1,0
"{'hdchk=f','mulch=f','skach=f','thrsk=f'}",{'reskd=f'},1,0
"{'qxmsq=f','reskd=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'qxmsq=f','reskd=f','wkna=f'}",{'skach=f'},1,0
"{'bknwy=f','hdchk=f','reskd=f','stlmt=f'}",{'skach=f'},1,0
"{'skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'skach=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','skrxp=f'}",{'hdchk=f'},1,0
"{'bkon=f','rxmsq=f'}",{'skach=f'},1,0
"{'bkon=f','reskd=f','skrxp=f','spcop=f'}",{'hdchk=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','stlmt=f','wkna=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','wkna=f'}",{'skach=f'},1,0
"{'reskd=f','stlmt=f'}",{'hdchk=f'},1,0
"{'reskd=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'reskd=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'reskd=f','skach=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
{'mulch=f'},{'hdchk=f'},1,0
"{'qxmsq=f','skach=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','spcop=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','spcop=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','skach=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'spcop=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'skach=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'skach=f','spcop=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'skach=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'reskd=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'reskd=f','spcop=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'reskd=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'mulch=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'reskd=f','skach=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'reskd=f','skach=f','spcop=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'reskd=f','skach=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'rxmsq=f','stlmt=f'}",{'hdchk=f'},1,0
"{'rxmsq=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'rxmsq=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'skrxp=f','stlmt=f'}",{'hdchk=f'},1,0
"{'rxmsq=f','skach=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'skrxp=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'skach=f','skrxp=f','stlmt=f'}",{'hdchk=f'},1,0
"{'skach=f','skrxp=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'reskd=f','rxmsq=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','rxmsq=f','stlmt=f'}",{'hdchk=f'},1,0
"{'reskd=f','rxmsq=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','rxmsq=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'reskd=f','skrxp=f','stlmt=f'}",{'hdchk=f'},1,0
"{'reskd=f','rxmsq=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','rxmsq=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'reskd=f','skrxp=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'reskd=f','rxmsq=f','skach=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','rxmsq=f','skach=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'reskd=f','skach=f','skrxp=f','stlmt=f'}",{'hdchk=f'},1,0
"{'reskd=f','skach=f','skrxp=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','qxmsq=f'}",{'hdchk=f'},1,0
"{'mulch=f','qxmsq=f','spcop=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','rxmsq=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','rxmsq=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
{'stlmt=f'},{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','rxmsq=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','rxmsq=f','skach=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','qxmsq=f','reskd=f'}",{'hdchk=f'},1,0
"{'bkon=f','skrxp=f'}",{'hdchk=f'},1,0
"{'mulch=f','qxmsq=f','reskd=f','spcop=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','spcop=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','thrsk=f'}",{'hdchk=f'},1,0
"{'mulch=f','spcop=f','thrsk=f'}",{'hdchk=f'},1,0
"{'mulch=f','thrsk=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','skach=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','skach=f','spcop=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','skach=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','spcop=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','thrsk=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','spcop=f','thrsk=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','thrsk=f'}",{'hdchk=f'},1,0
"{'reskd=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','qxmsq=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','qxmsq=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','skrxp=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','skach=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','skach=f','spcop=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','skach=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'reskd=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bknwy=f','mulch=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
{'mulch=f'},{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','stlmt=f'}",{'hdchk=f'},1,0
"{'rxmsq=f','stlmt=f'}",{'hdchk=f'},1,0
{'spcop=f'},{'hdchk=f'},1,0
"{'rxmsq=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'skrxp=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','stlmt=f'}",{'hdchk=f'},1,0
{'skach=f'},{'hdchk=f'},1,0
"{'skach=f','spcop=f'}",{'hdchk=f'},1,0
"{'skach=f','skrxp=f','stlmt=f'}",{'hdchk=f'},1,0
"{'reskd=f','rxmsq=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','rxmsq=f','stlmt=f'}",{'hdchk=f'},1,0
{'reskd=f'},{'hdchk=f'},1,0
"{'reskd=f','spcop=f'}",{'hdchk=f'},1,0
"{'reskd=f','skrxp=f','stlmt=f'}",{'hdchk=f'},1,0
"{'reskd=f','rxmsq=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','rxmsq=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'reskd=f','skach=f'}",{'hdchk=f'},1,0
"{'reskd=f','skach=f','spcop=f'}",{'hdchk=f'},1,0
"{'reskd=f','skach=f','skrxp=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','qxmsq=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','rxmsq=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','rxmsq=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'skrxp=f','thrsk=f'}",{'reskd=f'},1,0
"{'skrxp=f','spcop=f','thrsk=f'}",{'reskd=f'},1,0
"{'skrxp=f','thrsk=f'}",{'reskd=f'},1,0
"{'mulch=f','qxmsq=f','reskd=f'}",{'hdchk=f'},1,0
"{'skach=f','skrxp=f','thrsk=f'}",{'reskd=f'},1,0
"{'skach=f','skrxp=f','spcop=f','thrsk=f'}",{'reskd=f'},1,0
"{'skach=f','skrxp=f','thrsk=f'}",{'reskd=f'},1,0
"{'hdchk=f','skrxp=f','thrsk=f'}",{'reskd=f'},1,0
"{'hdchk=f','skrxp=f','spcop=f','thrsk=f'}",{'reskd=f'},1,0
"{'hdchk=f','skrxp=f','thrsk=f'}",{'reskd=f'},1,0
"{'hdchk=f','skach=f','skrxp=f','thrsk=f'}",{'reskd=f'},1,0
"{'hdchk=f','skach=f','skrxp=f','spcop=f','thrsk=f'}",{'reskd=f'},1,0
"{'hdchk=f','skach=f','skrxp=f','thrsk=f'}",{'reskd=f'},1,0
"{'mulch=f','qxmsq=f','stlmt=f'}",{'hdchk=f'},1,0
{'qxmsq=f'},{'hdchk=f'},1,0
"{'qxmsq=f','spcop=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','skach=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','skach=f','spcop=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','spcop=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','skach=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','skach=f','spcop=f'}",{'hdchk=f'},1,0
{'thrsk=f'},{'hdchk=f'},1,0
{'thrsk=f'},{'reskd=f'},1,0
"{'spcop=f','thrsk=f'}",{'hdchk=f'},1,0
{'thrsk=f'},{'hdchk=f'},1,0
"{'spcop=f','thrsk=f'}",{'reskd=f'},1,0
{'thrsk=f'},{'reskd=f'},1,0
"{'skach=f','thrsk=f'}",{'hdchk=f'},1,0
"{'skach=f','thrsk=f'}",{'reskd=f'},1,0
"{'skach=f','spcop=f','thrsk=f'}",{'hdchk=f'},1,0
"{'skach=f','thrsk=f'}",{'hdchk=f'},1,0
"{'skach=f','spcop=f','thrsk=f'}",{'reskd=f'},1,0
"{'skach=f','thrsk=f'}",{'reskd=f'},1,0
"{'reskd=f','thrsk=f'}",{'hdchk=f'},1,0
"{'hdchk=f','thrsk=f'}",{'reskd=f'},1,0
"{'reskd=f','spcop=f','thrsk=f'}",{'hdchk=f'},1,0
"{'hdchk=f','spcop=f','thrsk=f'}",{'reskd=f'},1,0
"{'reskd=f','thrsk=f'}",{'hdchk=f'},1,0
"{'hdchk=f','thrsk=f'}",{'reskd=f'},1,0
"{'reskd=f','skach=f','thrsk=f'}",{'hdchk=f'},1,0
"{'hdchk=f','skach=f','thrsk=f'}",{'reskd=f'},1,0
"{'reskd=f','skach=f','spcop=f','thrsk=f'}",{'hdchk=f'},1,0
"{'hdchk=f','skach=f','spcop=f','thrsk=f'}",{'reskd=f'},1,0
"{'reskd=f','skach=f','thrsk=f'}",{'hdchk=f'},1,0
"{'hdchk=f','skach=f','thrsk=f'}",{'reskd=f'},1,0
{'skrxp=f'},{'hdchk=f'},1,0
"{'skrxp=f','spcop=f'}",{'hdchk=f'},1,0
"{'skach=f','skrxp=f'}",{'hdchk=f'},1,0
"{'skach=f','skrxp=f','spcop=f'}",{'hdchk=f'},1,0
"{'stlmt=f','thrsk=f'}",{'reskd=f'},1,0
"{'spcop=f','stlmt=f','thrsk=f'}",{'reskd=f'},1,0
"{'stlmt=f','thrsk=f'}",{'reskd=f'},1,0
{'rxmsq=f'},{'hdchk=f'},1,0
"{'rxmsq=f','spcop=f'}",{'hdchk=f'},1,0
"{'skach=f','stlmt=f','thrsk=f'}",{'reskd=f'},1,0
"{'skach=f','spcop=f','stlmt=f','thrsk=f'}",{'reskd=f'},1,0
"{'skach=f','stlmt=f','thrsk=f'}",{'reskd=f'},1,0
"{'rxmsq=f','skach=f'}",{'hdchk=f'},1,0
"{'hdchk=f','stlmt=f','thrsk=f'}",{'reskd=f'},1,0
"{'rxmsq=f','skach=f','spcop=f'}",{'hdchk=f'},1,0
"{'hdchk=f','spcop=f','stlmt=f','thrsk=f'}",{'reskd=f'},1,0
"{'hdchk=f','stlmt=f','thrsk=f'}",{'reskd=f'},1,0
"{'reskd=f','skrxp=f'}",{'hdchk=f'},0.99,0
"{'reskd=f','skrxp=f','spcop=f'}",{'hdchk=f'},0.99,0
"{'reskd=f','skach=f','skrxp=f'}",{'hdchk=f'},0.99,0
"{'reskd=f','skach=f','skrxp=f','spcop=f'}",{'hdchk=f'},0.99,0
"{'hdchk=f','skach=f','stlmt=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'hdchk=f','skach=f','spcop=f','stlmt=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'hdchk=f','skach=f','stlmt=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'qxmsq=f','rxmsq=f'}",{'hdchk=f'},0.99,0
"{'reskd=f','rxmsq=f'}",{'hdchk=f'},0.99,0
"{'qxmsq=f','rxmsq=f','spcop=f'}",{'hdchk=f'},0.99,0
"{'reskd=f','rxmsq=f','spcop=f'}",{'hdchk=f'},0.99,0
{'skach=f'},{'hdchk=f'},0.99,0
"{'qxmsq=f','rxmsq=f','skach=f'}",{'hdchk=f'},0.99,0
"{'reskd=f','rxmsq=f','skach=f'}",{'hdchk=f'},0.99,0
"{'qxmsq=f','rxmsq=f','skach=f','spcop=f'}",{'hdchk=f'},0.99,0
"{'reskd=f','rxmsq=f','skach=f','spcop=f'}",{'hdchk=f'},0.99,0
{'reskd=f'},{'hdchk=f'},0.99,0
"{'qxmsq=f','thrsk=f'}",{'hdchk=f'},0.99,0
"{'qxmsq=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'qxmsq=f','spcop=f','thrsk=f'}",{'hdchk=f'},0.99,0
"{'qxmsq=f','thrsk=f'}",{'hdchk=f'},0.99,0
"{'qxmsq=f','spcop=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'qxmsq=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'reskd=f','skach=f'}",{'hdchk=f'},0.99,0
"{'qxmsq=f','reskd=f','rxmsq=f'}",{'hdchk=f'},0.99,0
"{'qxmsq=f','reskd=f','rxmsq=f','spcop=f'}",{'hdchk=f'},0.99,0
"{'qxmsq=f','skach=f','thrsk=f'}",{'hdchk=f'},0.99,0
"{'qxmsq=f','skach=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'qxmsq=f','skach=f','spcop=f','thrsk=f'}",{'hdchk=f'},0.99,0
"{'qxmsq=f','skach=f','thrsk=f'}",{'hdchk=f'},0.99,0
"{'qxmsq=f','skach=f','spcop=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'qxmsq=f','skach=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'qxmsq=f','reskd=f','rxmsq=f','skach=f'}",{'hdchk=f'},0.99,0
"{'qxmsq=f','reskd=f','rxmsq=f','skach=f','spcop=f'}",{'hdchk=f'},0.99,0
"{'qxmsq=f','reskd=f','thrsk=f'}",{'hdchk=f'},0.99,0
"{'hdchk=f','qxmsq=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'qxmsq=f','reskd=f','spcop=f','thrsk=f'}",{'hdchk=f'},0.99,0
"{'hdchk=f','qxmsq=f','spcop=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'qxmsq=f','reskd=f','thrsk=f'}",{'hdchk=f'},0.99,0
"{'hdchk=f','qxmsq=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'bkon=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'bkon=f','spcop=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'bkon=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'qxmsq=f','reskd=f','skach=f','thrsk=f'}",{'hdchk=f'},0.99,0
"{'hdchk=f','qxmsq=f','skach=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'qxmsq=f','reskd=f','skach=f','spcop=f','thrsk=f'}",{'hdchk=f'},0.99,0
"{'hdchk=f','qxmsq=f','skach=f','spcop=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'qxmsq=f','reskd=f','skach=f','thrsk=f'}",{'hdchk=f'},0.99,0
"{'hdchk=f','qxmsq=f','skach=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'bkon=f','hdchk=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'bkon=f','hdchk=f','spcop=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'bkon=f','hdchk=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'bkon=f','skach=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'bkon=f','skach=f','spcop=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'bkon=f','skach=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'qxmsq=f','skrxp=f'}",{'hdchk=f'},0.99,0
"{'skrxp=f','thrsk=f'}",{'hdchk=f'},0.99,0
"{'qxmsq=f','skrxp=f','spcop=f'}",{'hdchk=f'},0.99,0
"{'skrxp=f','spcop=f','thrsk=f'}",{'hdchk=f'},0.99,0
"{'skrxp=f','thrsk=f'}",{'hdchk=f'},0.99,0
"{'bkon=f','hdchk=f','skach=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'bkon=f','hdchk=f','skach=f','spcop=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'bkon=f','hdchk=f','skach=f','thrsk=f'}",{'reskd=f'},0.99,0
"{'qxmsq=f','skach=f','skrxp=f'}",{'hdchk=f'},0.99,0
"{'skach=f','skrxp=f','thrsk=f'}",{'hdchk=f'},0.99,0
"{'qxmsq=f','skach=f','skrxp=f','spcop=f'}",{'hdchk=f'},0.99,0
"{'skach=f','skrxp=f','spcop=f','thrsk=f'}",{'hdchk=f'},0.99,0
"{'skach=f','skrxp=f','thrsk=f'}",{'hdchk=f'},0.99,0
"{'qxmsq=f','stlmt=f','thrsk=f'}",{'reskd=f'},0.99,0
