,handicapped_infants_n,handicapped_infants_y,water_project_cost_sharing_n,water_project_cost_sharing_y,adoption_of_the_budget_resolution_n,adoption_of_the_budget_resolution_y,physician_fee_freeze_n,physician_fee_freeze_y,el_salvador_aid_n,el_salvador_aid_y,religious_groups_in_schools_n,religious_groups_in_schools_y,anti_satellite_test_ban_n,anti_satellite_test_ban_y,aid_to_nicaraguan_contras_n,aid_to_nicaraguan_contras_y,mx_missile_n,mx_missile_y,immigration_n,immigration_y,synfuels_corporation_cutback_n,synfuels_corporation_cutback_y,education_spending_n,education_spending_y,superfund_right_to_sue_n,superfund_right_to_sue_y,crime_n,crime_y,duty_free_exports_n,duty_free_exports_y,export_administration_act_south_africa_n,export_administration_act_south_africa_y
"{'education_spending_y', 'aid_to_nicaraguan_contras_n', 'religious_groups_in_schools_y', 'anti_satellite_test_ban_n'}",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"{'crime_y', 'religious_groups_in_schools_y', 'anti_satellite_test_ban_n', 'adoption_of_the_budget_resolution_n'}",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"{'crime_y', 'mx_missile_n', 'anti_satellite_test_ban_n', 'el_salvador_aid_y', 'aid_to_nicaraguan_contras_n', 'education_spending_y'}",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"{'religious_groups_in_schools_y', 'superfund_right_to_sue_y', 'el_salvador_aid_y', 'education_spending_y', 'aid_to_nicaraguan_contras_n', 'mx_missile_n'}",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"{'crime_y', 'mx_missile_n', 'anti_satellite_test_ban_n', 'aid_to_nicaraguan_contras_n', 'education_spending_y'}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"{'religious_groups_in_schools_y', 'superfund_right_to_sue_y', 'education_spending_y', 'aid_to_nicaraguan_contras_n', 'mx_missile_n'}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"{'crime_y', 'education_spending_y', 'mx_missile_n', 'anti_satellite_test_ban_n'}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"{'crime_y', 'mx_missile_n', 'anti_satellite_test_ban_n', 'el_salvador_aid_y', 'education_spending_y'}",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"{'crime_y', 'synfuels_corporation_cutback_n', 'religious_groups_in_schools_y'}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"{'duty_free_exports_n', 'religious_groups_in_schools_y', 'education_spending_y', 'el_salvador_aid_y'}",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"{'education_spending_y', 'religious_groups_in_schools_y', 'superfund_right_to_sue_y', 'el_salvador_aid_y'}",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"{'aid_to_nicaraguan_contras_n', 'religious_groups_in_schools_y', 'mx_missile_n', 'adoption_of_the_budget_resolution_n'}",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"{'religious_groups_in_schools_y', 'el_salvador_aid_y', 'adoption_of_the_budget_resolution_n', 'aid_to_nicaraguan_contras_n', 'mx_missile_n'}",0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"{'duty_free_exports_n', 'education_spending_y', 'superfund_right_to_sue_y'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"{'crime_y', 'religious_groups_in_schools_y', 'mx_missile_n', 'adoption_of_the_budget_resolution_n'}",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"{'crime_y', 'religious_groups_in_schools_y', 'el_salvador_aid_y', 'adoption_of_the_budget_resolution_n', 'mx_missile_n'}",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"{'duty_free_exports_n', 'superfund_right_to_sue_y', 'anti_satellite_test_ban_n', 'el_salvador_aid_y', 'aid_to_nicaraguan_contras_n'}",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"{'crime_y', 'religious_groups_in_schools_y', 'anti_satellite_test_ban_n', 'aid_to_nicaraguan_contras_n', 'education_spending_y'}",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"{'crime_y', 'religious_groups_in_schools_y', 'anti_satellite_test_ban_n', 'el_salvador_aid_y', 'aid_to_nicaraguan_contras_n', 'education_spending_y'}",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"{'duty_free_exports_n', 'aid_to_nicaraguan_contras_n', 'superfund_right_to_sue_y', 'anti_satellite_test_ban_n'}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"{'handicapped_infants_n', 'education_spending_y', 'religious_groups_in_schools_y', 'superfund_right_to_sue_y'}",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"{'crime_y', 'religious_groups_in_schools_y', 'superfund_right_to_sue_y', 'el_salvador_aid_y', 'education_spending_y', 'aid_to_nicaraguan_contras_n', 'mx_missile_n'}",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"{'crime_y', 'religious_groups_in_schools_y', 'superfund_right_to_sue_y', 'education_spending_y', 'aid_to_nicaraguan_contras_n', 'mx_missile_n'}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"{'handicapped_infants_n', 'religious_groups_in_schools_y', 'education_spending_y', 'duty_free_exports_n'}",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"{'synfuels_corporation_cutback_n', 'mx_missile_n'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"{'crime_y', 'religious_groups_in_schools_y', 'el_salvador_aid_y', 'adoption_of_the_budget_resolution_n', 'aid_to_nicaraguan_contras_n'}",0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"{'crime_y', 'aid_to_nicaraguan_contras_n', 'religious_groups_in_schools_y', 'adoption_of_the_budget_resolution_n'}",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"{'crime_y', 'religious_groups_in_schools_y', 'superfund_right_to_sue_y', 'el_salvador_aid_y', 'education_spending_y'}",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"{'duty_free_exports_n', 'crime_y', 'religious_groups_in_schools_y', 'education_spending_y'}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"{'duty_free_exports_n', 'crime_y', 'religious_groups_in_schools_y', 'el_salvador_aid_y', 'education_spending_y'}",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"{'duty_free_exports_n', 'education_spending_y', 'mx_missile_n'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"{'superfund_right_to_sue_y', 'mx_missile_n', 'el_salvador_aid_y', 'duty_free_exports_n'}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"{'handicapped_infants_n', 'crime_y', 'religious_groups_in_schools_y', 'adoption_of_the_budget_resolution_n'}",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"{'religious_groups_in_schools_y', 'anti_satellite_test_ban_n', 'el_salvador_aid_y', 'education_spending_y', 'mx_missile_n'}",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"{'religious_groups_in_schools_y', 'anti_satellite_test_ban_n', 'education_spending_y', 'aid_to_nicaraguan_contras_n', 'mx_missile_n'}",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"{'education_spending_y', 'religious_groups_in_schools_y', 'mx_missile_n', 'anti_satellite_test_ban_n'}",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"{'handicapped_infants_n', 'crime_y', 'mx_missile_n', 'duty_free_exports_n'}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"{'duty_free_exports_n', 'handicapped_infants_n', 'crime_y', 'el_salvador_aid_y', 'mx_missile_n'}",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"{'mx_missile_n', 'religious_groups_in_schools_y', 'anti_satellite_test_ban_n', 'el_salvador_aid_y', 'aid_to_nicaraguan_contras_n', 'education_spending_y'}",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"{'handicapped_infants_n', 'crime_y', 'religious_groups_in_schools_y', 'superfund_right_to_sue_y', 'education_spending_y'}",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"{'crime_y', 'religious_groups_in_schools_y', 'adoption_of_the_budget_resolution_n', 'aid_to_nicaraguan_contras_n', 'mx_missile_n'}",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"{'crime_y', 'religious_groups_in_schools_y', 'el_salvador_aid_y', 'adoption_of_the_budget_resolution_n', 'aid_to_nicaraguan_contras_n', 'mx_missile_n'}",0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"{'aid_to_nicaraguan_contras_n', 'adoption_of_the_budget_resolution_n'}",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"{'education_spending_y', 'mx_missile_n', 'el_salvador_aid_y'}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"{'handicapped_infants_n', 'aid_to_nicaraguan_contras_n', 'mx_missile_n', 'duty_free_exports_n'}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"{'synfuels_corporation_cutback_n', 'anti_satellite_test_ban_n'}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"{'duty_free_exports_n', 'crime_y', 'superfund_right_to_sue_y', 'anti_satellite_test_ban_n', 'aid_to_nicaraguan_contras_n'}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"{'duty_free_exports_n', 'religious_groups_in_schools_y', 'superfund_right_to_sue_y', 'anti_satellite_test_ban_n', 'el_salvador_aid_y', 'aid_to_nicaraguan_contras_n'}",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"{'handicapped_infants_n', 'aid_to_nicaraguan_contras_n', 'anti_satellite_test_ban_n', 'el_salvador_aid_y'}",1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"{'crime_y', 'religious_groups_in_schools_y', 'anti_satellite_test_ban_n', 'education_spending_y', 'mx_missile_n'}",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"{'crime_y', 'religious_groups_in_schools_y', 'anti_satellite_test_ban_n', 'el_salvador_aid_y', 'education_spending_y', 'mx_missile_n'}",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"{'crime_y', 'mx_missile_n', 'religious_groups_in_schools_y', 'anti_satellite_test_ban_n', 'el_salvador_aid_y', 'aid_to_nicaraguan_contras_n', 'education_spending_y'}",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"{'crime_y', 'religious_groups_in_schools_y', 'anti_satellite_test_ban_n', 'education_spending_y', 'aid_to_nicaraguan_contras_n', 'mx_missile_n'}",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"{'handicapped_infants_n', 'aid_to_nicaraguan_contras_n', 'anti_satellite_test_ban_n'}",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"{'duty_free_exports_n', 'religious_groups_in_schools_y', 'superfund_right_to_sue_y', 'anti_satellite_test_ban_n', 'aid_to_nicaraguan_contras_n'}",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"{'duty_free_exports_n', 'crime_y', 'superfund_right_to_sue_y', 'anti_satellite_test_ban_n', 'el_salvador_aid_y', 'aid_to_nicaraguan_contras_n'}",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"{'education_spending_y', 'superfund_right_to_sue_y', 'anti_satellite_test_ban_n'}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"{'duty_free_exports_n', 'handicapped_infants_n', 'el_salvador_aid_y', 'aid_to_nicaraguan_contras_n', 'mx_missile_n'}",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"{'education_spending_y', 'el_salvador_aid_y'}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"{'superfund_right_to_sue_y', 'education_spending_y', 'mx_missile_n'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"{'superfund_right_to_sue_y', 'crime_y', 'mx_missile_n', 'duty_free_exports_n'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"{'anti_satellite_test_ban_n', 'adoption_of_the_budget_resolution_n'}",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"{'duty_free_exports_n', 'superfund_right_to_sue_y', 'el_salvador_aid_y', 'aid_to_nicaraguan_contras_n', 'mx_missile_n'}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"{'duty_free_exports_n', 'crime_y', 'superfund_right_to_sue_y', 'el_salvador_aid_y', 'mx_missile_n'}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"{'superfund_right_to_sue_y', 'aid_to_nicaraguan_contras_n', 'mx_missile_n', 'duty_free_exports_n'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"{'crime_y', 'education_spending_y', 'mx_missile_n'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"{'aid_to_nicaraguan_contras_n', 'education_spending_y', 'el_salvador_aid_y'}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"{'aid_to_nicaraguan_contras_n', 'education_spending_y'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"{'crime_y', 'education_spending_y', 'mx_missile_n', 'el_salvador_aid_y'}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"{'crime_y', 'education_spending_y', 'el_salvador_aid_y'}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"{'handicapped_infants_n', 'crime_y', 'anti_satellite_test_ban_n', 'el_salvador_aid_y', 'aid_to_nicaraguan_contras_n'}",1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"{'handicapped_infants_n', 'crime_y', 'aid_to_nicaraguan_contras_n', 'anti_satellite_test_ban_n'}",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"{'crime_y', 'education_spending_y', 'superfund_right_to_sue_y', 'anti_satellite_test_ban_n'}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"{'duty_free_exports_n', 'handicapped_infants_n', 'crime_y', 'aid_to_nicaraguan_contras_n', 'mx_missile_n'}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"{'duty_free_exports_n', 'handicapped_infants_n', 'crime_y', 'el_salvador_aid_y', 'aid_to_nicaraguan_contras_n', 'mx_missile_n'}",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"{'handicapped_infants_n', 'crime_y', 'religious_groups_in_schools_y', 'education_spending_y'}",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"{'handicapped_infants_n', 'crime_y', 'adoption_of_the_budget_resolution_n'}",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"{'duty_free_exports_n', 'religious_groups_in_schools_y', 'superfund_right_to_sue_y', 'el_salvador_aid_y', 'mx_missile_n'}",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"{'crime_y', 'aid_to_nicaraguan_contras_n', 'education_spending_y'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"{'crime_y', 'aid_to_nicaraguan_contras_n', 'education_spending_y', 'el_salvador_aid_y'}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"{'duty_free_exports_n', 'crime_y', 'religious_groups_in_schools_y', 'superfund_right_to_sue_y', 'anti_satellite_test_ban_n', 'aid_to_nicaraguan_contras_n'}",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"{'duty_free_exports_n', 'crime_y', 'religious_groups_in_schools_y', 'superfund_right_to_sue_y', 'anti_satellite_test_ban_n', 'el_salvador_aid_y', 'aid_to_nicaraguan_contras_n'}",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"{'duty_free_exports_n', 'handicapped_infants_n', 'crime_y', 'religious_groups_in_schools_y', 'el_salvador_aid_y', 'mx_missile_n'}",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"{'handicapped_infants_n', 'anti_satellite_test_ban_n', 'el_salvador_aid_y', 'aid_to_nicaraguan_contras_n', 'mx_missile_n'}",1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"{'duty_free_exports_n', 'handicapped_infants_n', 'crime_y', 'religious_groups_in_schools_y', 'mx_missile_n'}",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"{'education_spending_y', 'religious_groups_in_schools_y', 'superfund_right_to_sue_y', 'anti_satellite_test_ban_n'}",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"{'handicapped_infants_n', 'aid_to_nicaraguan_contras_n', 'mx_missile_n', 'anti_satellite_test_ban_n'}",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"{'duty_free_exports_n', 'crime_y', 'superfund_right_to_sue_y', 'aid_to_nicaraguan_contras_n', 'mx_missile_n'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"{'education_spending_y', 'anti_satellite_test_ban_n', 'el_salvador_aid_y'}",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"{'duty_free_exports_n', 'crime_y', 'superfund_right_to_sue_y', 'el_salvador_aid_y', 'aid_to_nicaraguan_contras_n', 'mx_missile_n'}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"{'duty_free_exports_n', 'education_spending_y', 'religious_groups_in_schools_y', 'mx_missile_n'}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"{'duty_free_exports_n', 'education_spending_y', 'religious_groups_in_schools_y', 'superfund_right_to_sue_y'}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"{'aid_to_nicaraguan_contras_n', 'education_spending_y', 'mx_missile_n', 'el_salvador_aid_y'}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"{'duty_free_exports_n', 'handicapped_infants_n', 'religious_groups_in_schools_y', 'el_salvador_aid_y', 'aid_to_nicaraguan_contras_n', 'mx_missile_n'}",1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"{'handicapped_infants_n', 'synfuels_corporation_cutback_n', 'superfund_right_to_sue_y'}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"{'handicapped_infants_n', 'crime_y', 'anti_satellite_test_ban_n', 'el_salvador_aid_y', 'aid_to_nicaraguan_contras_n', 'mx_missile_n'}",1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"{'handicapped_infants_n', 'crime_y', 'anti_satellite_test_ban_n', 'el_salvador_aid_y', 'mx_missile_n'}",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"{'handicapped_infants_n', 'religious_groups_in_schools_y', 'anti_satellite_test_ban_n', 'el_salvador_aid_y', 'aid_to_nicaraguan_contras_n'}",1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"{'handicapped_infants_n', 'crime_y', 'mx_missile_n', 'anti_satellite_test_ban_n'}",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"{'handicapped_infants_n', 'aid_to_nicaraguan_contras_n', 'religious_groups_in_schools_y', 'anti_satellite_test_ban_n'}",1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"{'crime_y', 'religious_groups_in_schools_y', 'superfund_right_to_sue_y', 'anti_satellite_test_ban_n', 'education_spending_y'}",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"{'duty_free_exports_n', 'handicapped_infants_n', 'religious_groups_in_schools_y', 'aid_to_nicaraguan_contras_n', 'mx_missile_n'}",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"{'aid_to_nicaraguan_contras_n', 'education_spending_y', 'mx_missile_n'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"{'handicapped_infants_n', 'anti_satellite_test_ban_n', 'el_salvador_aid_y', 'duty_free_exports_n'}",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"{'education_spending_y', 'religious_groups_in_schools_y', 'mx_missile_n', 'el_salvador_aid_y'}",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"{'handicapped_infants_n', 'crime_y', 'anti_satellite_test_ban_n', 'aid_to_nicaraguan_contras_n', 'mx_missile_n'}",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"{'duty_free_exports_n', 'religious_groups_in_schools_y', 'superfund_right_to_sue_y', 'el_salvador_aid_y', 'aid_to_nicaraguan_contras_n', 'mx_missile_n'}",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"{'crime_y', 'education_spending_y', 'anti_satellite_test_ban_n', 'el_salvador_aid_y'}",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"{'duty_free_exports_n', 'crime_y', 'religious_groups_in_schools_y', 'superfund_right_to_sue_y', 'mx_missile_n'}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
