id,bkblk,bknwy,bkon8,bkona,bkspr,bkxbq,bkxcr,bkxwp,blxwp,bxqsq,cntxt,dsopp,dwipd,hdchk,katri,mulch,qxmsq,class_name
1066,t,f,f,f,t,t,f,f,f,f,t,f,g,f,b,f,f,won
1067,f,f,f,f,f,t,f,f,t,f,t,f,l,f,n,f,f,won
1068,f,f,f,f,f,f,f,f,f,t,f,t,g,f,n,f,f,nowin
1069,f,f,f,t,t,t,f,f,f,f,f,f,l,f,n,f,f,won
1070,f,f,f,f,t,t,t,f,t,f,t,f,l,f,n,f,f,won
1071,f,f,f,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
1072,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1073,t,t,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
1074,f,f,f,f,f,t,f,f,f,t,t,f,l,f,w,f,f,won
1075,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,nowin
1076,f,f,f,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
1077,f,f,f,f,f,f,f,f,f,t,f,f,g,f,n,f,t,nowin
1078,f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,won
1079,t,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,won
1080,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1081,f,f,f,f,t,f,t,t,t,t,f,f,l,f,n,f,f,won
1082,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,t,f,nowin
1083,f,f,f,f,f,t,t,f,f,f,f,f,g,f,n,f,f,won
1084,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1085,f,f,f,f,t,f,t,f,f,t,f,f,l,f,n,f,f,won
1086,f,f,f,f,f,t,t,t,t,f,t,f,l,f,n,f,f,nowin
1087,f,f,f,f,f,t,t,f,t,f,t,f,l,f,n,f,f,won
1088,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,nowin
1089,f,f,f,f,t,f,f,f,t,f,f,f,l,f,n,f,f,won
1090,f,f,f,f,t,f,t,t,t,f,f,f,l,f,n,f,f,won
1091,f,t,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,won
1092,f,f,f,f,f,f,t,t,t,t,f,f,l,f,n,t,f,nowin
1093,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
1094,f,f,f,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
1095,f,f,f,f,f,t,f,t,t,t,f,f,g,f,n,f,f,nowin
1096,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
1097,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
1098,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,nowin
1099,f,f,f,f,f,t,f,f,t,f,f,t,g,f,n,f,f,nowin
1100,f,f,f,f,f,t,f,f,f,f,t,f,l,f,n,f,f,nowin
1101,f,f,f,f,f,t,t,f,t,f,t,f,l,f,w,f,f,won
1102,t,f,f,f,f,f,t,t,t,f,t,f,l,f,n,f,f,won
1103,f,f,f,f,t,t,t,t,t,f,f,f,g,f,n,f,f,won
1104,f,f,f,f,t,t,f,t,t,t,t,f,l,f,n,f,f,nowin
1105,f,f,f,f,f,t,f,f,f,t,f,f,g,f,n,f,f,nowin
1106,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,t,nowin
1107,f,f,f,f,f,t,f,f,t,f,f,f,l,f,n,f,f,won
1108,f,f,f,f,t,t,t,f,f,f,f,f,g,f,n,f,f,nowin
1109,f,f,t,f,f,t,t,f,f,t,t,f,g,f,n,f,f,nowin
1110,f,f,f,f,t,f,t,f,f,f,f,f,l,f,n,f,f,nowin
1111,f,f,f,f,f,f,f,f,f,t,t,f,g,f,n,f,t,nowin
1112,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
1113,f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,nowin
1114,f,f,f,f,t,f,t,t,t,f,f,f,l,f,n,f,f,won
1115,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,nowin
1116,f,f,f,f,f,f,f,f,t,f,t,t,l,f,w,f,f,won
1117,f,f,f,t,t,f,t,t,t,t,f,f,g,f,n,f,f,nowin
1118,t,f,f,f,f,t,f,f,f,f,t,f,l,f,b,f,t,won
1119,f,f,f,t,f,f,f,f,f,t,f,f,l,f,w,f,f,won
1120,f,f,f,f,f,t,f,t,t,t,t,f,g,f,n,f,f,nowin
1121,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1122,f,f,f,f,t,t,t,t,t,t,f,f,l,f,n,f,f,won
1123,f,f,f,f,f,t,f,t,t,t,f,f,l,f,n,f,f,nowin
1124,f,f,f,f,f,t,f,t,t,t,t,f,g,f,b,f,f,nowin
1125,f,f,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,won
1126,f,f,f,f,t,t,t,f,f,f,f,f,l,f,n,f,f,won
1127,f,f,f,f,f,f,f,f,f,t,t,f,l,f,b,f,f,nowin
1128,f,f,f,f,f,f,t,t,t,f,t,f,l,f,n,f,f,won
1129,f,f,f,f,t,t,f,t,t,t,f,f,l,f,n,f,f,nowin
1130,f,f,f,f,f,t,f,f,t,f,f,f,g,f,n,f,f,nowin
1131,f,f,f,f,f,t,f,f,t,f,t,f,l,f,n,f,f,won
1132,t,f,f,f,t,f,t,t,t,t,t,f,l,f,b,f,f,nowin
1133,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,nowin
1134,f,f,f,f,f,t,t,t,t,f,f,f,g,f,n,f,f,nowin
1135,f,f,f,t,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1136,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1137,f,f,f,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
1138,f,t,f,f,f,t,f,f,f,t,t,f,l,f,n,f,f,nowin
1139,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,won
1140,f,f,f,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
1141,f,f,f,t,t,t,f,f,t,f,f,f,g,f,n,f,f,nowin
1142,f,f,f,f,f,f,f,f,f,f,f,t,g,f,n,f,f,nowin
1143,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,nowin
1144,f,f,f,f,f,t,t,f,f,t,t,t,l,f,w,f,f,won
1145,f,f,f,f,f,t,t,f,f,f,t,t,l,f,w,f,f,won
1146,f,f,f,f,t,t,f,f,f,f,t,f,g,f,n,f,f,won
1147,f,t,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,won
1148,t,t,f,f,f,f,f,f,f,f,t,f,l,f,b,f,f,won
1149,f,f,t,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
1150,t,f,f,f,t,t,f,f,f,f,t,f,g,f,b,f,f,won
1151,t,f,t,f,f,f,t,f,f,f,f,t,l,t,b,t,f,nowin
1152,f,f,f,f,f,t,f,f,f,f,t,f,l,f,n,f,f,nowin
1153,f,f,f,f,f,t,f,f,t,f,f,f,l,f,n,f,f,won
1154,f,f,f,f,f,t,t,f,f,f,t,f,l,f,n,f,f,won
1155,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,nowin
1156,f,f,f,f,t,f,t,f,f,f,f,f,l,f,n,f,f,nowin
1157,f,f,f,t,f,t,t,t,t,f,t,f,l,f,n,f,f,won
1158,f,f,f,f,f,f,t,f,f,f,t,f,g,f,b,f,f,nowin
1159,f,f,f,f,t,t,t,f,f,f,f,f,l,f,n,f,f,nowin
1160,f,f,f,t,f,t,t,t,t,t,t,f,g,f,n,f,f,won
1161,f,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
1162,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
1163,f,f,f,f,f,t,t,t,t,f,t,f,l,f,w,f,f,won
1164,f,f,f,f,f,t,f,f,f,f,f,t,l,f,n,f,f,won
1165,f,f,f,f,f,f,t,f,f,f,f,t,l,f,n,f,f,nowin
1166,f,f,f,f,t,f,f,f,f,t,f,f,g,f,n,f,f,won
1167,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1168,f,f,f,f,f,t,f,t,t,t,t,f,l,f,w,f,f,nowin
1169,f,t,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1170,f,f,f,f,f,t,f,t,t,t,f,f,l,f,n,f,f,nowin
1171,f,f,f,f,t,t,t,f,f,f,t,f,l,f,w,f,f,won
1172,f,f,f,f,f,t,t,f,t,f,t,t,l,f,n,f,f,won
1173,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,won
1174,t,f,f,f,f,f,t,t,t,t,t,f,l,f,n,f,f,nowin
1175,f,f,t,f,f,f,t,f,f,t,f,t,l,f,n,f,f,won
1176,t,f,f,f,f,f,f,f,f,f,t,f,g,f,b,f,f,won
1177,f,f,f,f,f,t,f,f,t,f,t,f,l,f,n,f,f,won
1178,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,nowin
1179,f,f,f,t,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1180,f,f,f,f,f,f,t,t,t,t,f,f,g,f,n,t,f,nowin
1181,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
1182,f,f,f,f,f,f,t,t,t,f,t,t,g,f,n,f,f,nowin
1183,f,f,f,f,f,t,f,f,f,t,t,f,l,f,n,f,f,nowin
1184,f,f,f,t,t,t,f,f,f,f,f,f,l,f,n,f,f,won
1185,f,f,f,f,f,f,f,f,t,f,f,f,g,f,n,f,f,nowin
1186,f,f,f,f,t,t,t,t,t,t,f,f,g,f,n,f,f,won
1187,f,t,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1188,t,f,f,f,f,t,f,f,f,f,t,f,l,f,n,f,t,nowin
1189,f,f,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,won
1190,f,f,f,f,t,f,t,t,t,f,f,f,g,f,n,f,f,won
1191,f,f,f,f,f,t,f,f,t,f,f,t,l,f,n,f,f,won
1192,f,f,f,f,f,f,t,t,t,f,t,t,g,f,n,f,f,nowin
1193,f,f,f,f,f,t,f,f,t,f,t,f,l,f,n,f,f,won
1194,f,f,f,t,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1195,f,f,f,f,f,f,f,f,f,f,f,t,l,f,n,f,f,won
1196,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,won
1197,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,won
1198,f,f,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,won
1199,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,nowin
1200,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,won
1201,f,f,f,f,t,t,f,f,f,f,f,f,l,f,n,f,f,won
1202,f,f,f,t,f,t,t,t,t,f,t,f,l,f,n,f,f,won
1203,f,f,t,f,t,f,t,t,t,t,f,f,g,f,n,f,f,nowin
1204,f,f,f,f,t,f,t,t,t,f,t,f,l,f,w,f,f,won
1205,f,f,f,f,t,f,f,f,f,t,f,f,l,f,n,f,f,won
1206,f,f,f,f,t,f,t,f,f,f,t,f,l,f,w,f,f,won
1207,f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,won
1208,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,nowin
1209,t,f,f,f,t,f,t,t,t,t,t,f,l,f,n,t,f,nowin
1210,f,f,f,f,f,f,t,t,t,t,t,f,l,f,n,f,f,nowin
1211,f,f,f,f,f,f,f,f,f,t,t,f,g,f,n,f,t,nowin
1212,f,f,t,f,f,t,t,f,f,t,f,f,l,f,n,f,f,nowin
1213,f,t,f,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
1214,f,f,f,f,f,f,f,f,f,f,t,t,l,f,n,f,f,won
1215,f,f,f,f,f,t,f,f,f,f,t,f,l,f,n,t,f,nowin
1216,f,f,f,f,f,t,f,f,f,f,t,f,l,f,n,f,f,won
1217,f,f,f,f,f,t,f,t,t,t,f,f,g,f,n,f,f,nowin
1218,f,f,f,f,t,t,f,f,f,f,f,f,g,f,n,f,f,won
1219,f,f,f,f,f,f,f,f,f,f,t,t,l,f,n,f,f,won
1220,f,f,f,f,t,t,t,f,f,f,t,f,l,f,w,f,f,won
1221,f,f,f,t,t,t,t,t,t,f,f,f,l,f,n,f,f,nowin
1222,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
1223,f,f,f,f,f,f,f,f,f,f,f,t,l,f,n,f,f,won
1224,t,f,f,f,t,f,t,f,f,f,t,f,l,f,n,f,f,won
1225,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1226,f,f,f,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
1227,f,f,f,f,t,t,f,f,f,t,f,f,g,f,n,f,f,won
1228,f,f,f,f,f,t,t,f,f,f,f,f,l,f,n,t,f,nowin
1229,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
1230,t,f,f,f,t,t,t,f,t,f,t,f,g,f,b,f,f,won
1231,f,f,f,t,t,t,f,f,f,f,f,f,g,f,n,f,f,won
1232,f,f,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,won
1233,f,f,f,f,f,t,t,f,f,f,t,f,l,f,w,f,f,won
1234,f,f,f,f,f,t,t,f,t,f,t,f,l,f,n,f,f,won
1235,t,t,f,f,f,f,f,f,f,f,t,f,l,f,b,f,f,won
1236,f,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
1237,f,f,f,f,f,f,t,t,t,t,t,f,g,f,n,f,f,nowin
1238,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1239,t,f,t,f,f,t,t,f,f,f,t,f,l,f,w,f,f,nowin
1240,f,f,f,f,f,t,t,f,f,t,t,f,l,f,w,f,f,nowin
1241,f,f,f,f,t,t,f,f,f,f,f,f,g,f,n,f,f,won
1242,f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,nowin
1243,t,f,f,f,f,t,f,f,f,f,t,f,l,f,n,f,f,won
1244,f,f,f,f,t,f,f,f,t,f,f,f,l,f,n,f,f,nowin
1245,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1246,f,f,f,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
1247,t,f,f,f,t,f,f,f,t,f,f,f,l,f,b,f,f,nowin
1248,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,nowin
1249,f,f,f,f,t,t,t,f,f,t,f,f,l,f,n,f,f,won
1250,t,f,f,f,f,t,t,f,f,f,t,f,g,f,n,f,f,won
1251,f,f,f,t,t,t,f,f,f,t,f,f,g,f,n,f,f,won
1252,f,f,f,f,f,t,t,f,f,f,f,f,l,f,n,f,f,nowin
1253,f,f,f,f,f,t,t,t,t,t,f,f,l,f,n,f,f,nowin
1254,f,f,f,f,f,f,f,f,f,t,t,f,l,f,n,f,f,nowin
1255,f,f,f,f,f,f,f,f,f,t,t,f,l,f,n,f,f,nowin
1256,f,f,f,f,f,t,t,f,t,f,t,f,l,f,w,f,f,won
1257,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,nowin
1258,f,f,f,f,f,f,f,f,f,f,t,t,l,f,w,f,f,won
1259,f,f,f,f,f,t,f,f,t,f,f,t,l,f,n,f,f,nowin
1260,f,f,f,f,f,t,t,t,t,f,t,f,g,f,n,f,f,won
1261,f,f,f,f,f,t,f,f,f,f,f,t,l,f,n,f,f,won
1262,f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,nowin
1263,f,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
1264,f,t,f,t,t,t,f,f,t,f,f,f,l,f,n,t,f,won
1265,t,f,f,f,f,t,t,f,f,f,t,f,l,f,b,f,f,won
1266,t,f,f,f,t,t,t,t,t,f,t,f,g,f,b,f,f,won
1267,f,f,f,f,t,f,t,f,f,t,t,f,l,f,n,f,f,nowin
1268,t,f,f,t,f,f,f,f,f,f,t,f,g,t,b,f,f,nowin
1269,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,nowin
1270,f,f,f,f,f,t,f,f,t,f,f,f,l,f,n,f,f,won
1271,f,f,f,f,f,t,t,f,f,t,f,f,l,f,n,f,f,nowin
1272,f,f,f,f,f,f,f,f,f,t,t,f,g,f,n,f,f,nowin
1273,f,f,f,f,t,f,t,f,f,f,t,f,l,f,n,f,f,won
1274,f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,nowin
1275,f,f,f,f,t,t,t,f,f,f,f,f,l,f,n,f,f,won
1276,f,f,f,f,f,f,f,f,t,f,f,t,g,f,n,f,f,nowin
1277,t,f,f,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
1278,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,nowin
1279,f,f,f,f,f,t,f,f,t,f,f,f,l,f,n,f,f,won
1280,f,f,f,f,f,t,t,f,f,f,t,f,l,f,n,f,f,won
1281,f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,won
1282,f,f,f,f,t,f,t,t,t,t,f,f,l,f,n,f,f,nowin
1283,f,f,f,f,f,t,f,f,f,t,f,t,l,f,n,f,f,won
1284,f,t,f,f,f,f,f,f,t,f,f,f,l,f,w,t,f,won
1285,f,f,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,won
1286,f,f,f,t,t,t,f,f,f,f,f,f,l,f,n,f,f,won
1287,f,f,f,f,f,f,f,f,f,t,t,f,l,f,b,f,f,nowin
1288,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
1289,f,f,f,f,f,f,t,f,f,t,f,f,l,f,n,f,f,nowin
1290,t,f,f,t,f,t,t,t,t,f,t,f,g,f,b,f,f,won
1291,f,f,f,f,t,f,t,f,f,t,t,f,g,f,n,f,f,nowin
1292,f,t,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,nowin
1293,f,t,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,won
1294,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1295,f,f,f,f,t,f,t,f,f,f,t,f,l,f,n,f,f,nowin
1296,f,f,f,f,f,f,t,f,f,f,t,f,l,f,n,f,f,won
1297,f,f,f,f,f,t,f,f,t,f,f,f,g,f,n,f,f,nowin
1298,f,f,f,f,f,t,f,f,t,f,f,f,l,f,n,f,f,won
1299,f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,nowin
1300,f,f,f,f,t,f,f,f,f,f,f,f,l,f,n,f,f,won
1301,t,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,nowin
1302,f,f,t,f,t,t,t,f,f,f,f,f,l,f,n,f,f,won
1303,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1304,t,f,f,f,f,f,t,f,f,f,t,f,g,f,b,f,f,won
1305,t,f,f,f,f,f,t,t,t,t,t,f,l,f,n,t,f,nowin
1306,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,t,f,nowin
1307,f,f,f,f,f,f,f,f,f,t,f,f,g,f,n,f,t,won
1308,f,f,f,f,f,f,t,t,t,t,f,f,l,f,n,t,f,nowin
1309,f,f,f,f,f,t,t,t,t,f,t,f,l,f,n,f,f,nowin
1310,f,f,f,f,f,t,f,f,f,f,f,t,l,f,n,f,f,nowin
1311,f,f,f,f,f,t,f,f,f,f,f,t,l,f,n,f,f,won
1312,f,f,f,f,t,f,f,f,t,f,t,f,g,f,b,f,f,nowin
1313,f,f,f,f,t,t,t,f,f,f,f,f,g,f,n,f,f,won
1314,f,f,f,f,f,f,t,f,f,t,f,f,l,f,n,f,f,nowin
1315,t,f,f,t,f,f,t,t,t,t,t,f,g,f,b,f,f,nowin
1316,f,f,f,t,f,f,t,t,t,t,f,f,l,f,n,f,f,nowin
1317,f,f,f,f,t,t,t,f,f,t,t,f,l,f,w,f,f,nowin
1318,f,f,f,f,t,f,t,f,f,t,f,f,g,f,n,f,f,nowin
1319,f,f,f,f,f,f,f,f,f,t,f,t,g,f,n,f,f,nowin
1320,f,f,f,f,f,f,t,t,t,f,t,t,l,f,w,f,f,won
1321,f,t,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,nowin
1322,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,nowin
1323,f,f,f,f,f,f,t,t,t,t,t,t,l,f,n,f,f,nowin
1324,f,f,f,f,t,t,f,t,t,t,f,f,l,f,n,f,f,nowin
1325,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
1326,f,f,f,f,f,f,f,f,f,t,t,f,l,f,n,f,f,nowin
1327,f,f,f,f,f,t,f,f,f,t,f,t,g,f,n,f,f,won
1328,f,f,f,f,t,f,t,t,t,f,t,f,g,f,n,f,f,nowin
1329,f,f,f,f,t,f,f,f,t,f,t,f,l,f,n,f,f,nowin
1330,f,f,f,f,f,f,f,f,f,f,f,t,g,f,n,f,f,won
1331,f,f,f,f,f,t,f,f,t,f,t,f,l,f,w,f,f,won
1332,f,f,f,f,f,t,t,t,t,f,f,f,l,f,n,t,f,nowin
1333,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1334,f,f,f,f,f,f,f,f,t,f,f,f,g,f,n,f,t,nowin
1335,f,f,f,f,f,t,t,t,t,f,t,f,l,f,n,t,f,nowin
1336,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,t,nowin
1337,t,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
1338,f,t,f,t,t,t,f,f,t,f,f,f,l,f,n,f,f,won
1339,f,f,f,f,t,t,t,f,f,f,t,f,l,f,w,f,f,won
1340,t,f,f,f,t,t,f,f,f,f,t,f,l,f,n,f,f,won
1341,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1342,f,f,f,f,t,f,f,f,t,f,t,f,l,f,w,f,f,won
1343,f,t,f,f,f,f,f,f,t,f,f,t,l,f,n,t,f,won
1344,f,t,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
1345,f,f,f,f,t,f,f,f,f,f,t,f,l,f,n,f,f,won
1346,t,f,f,f,f,f,t,t,t,t,t,f,l,f,n,f,f,nowin
1347,f,f,f,f,t,t,t,f,f,f,t,f,l,f,n,f,f,nowin
1348,f,f,f,f,t,f,f,f,t,f,f,f,g,f,n,f,f,nowin
1349,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
1350,f,t,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,nowin
1351,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1352,t,f,t,f,t,f,t,t,t,t,t,f,g,f,b,f,f,nowin
1353,f,f,f,f,f,t,f,f,f,t,f,t,g,f,n,f,f,won
1354,f,f,f,f,f,t,f,f,f,t,t,f,g,f,n,f,f,won
1355,f,f,f,f,f,f,f,f,f,t,t,f,l,f,b,f,f,nowin
1356,f,f,f,t,t,t,f,f,f,f,f,f,g,f,n,f,f,nowin
1357,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,nowin
1358,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
1359,f,f,f,t,t,t,t,t,t,t,f,f,l,f,n,f,f,won
1360,f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,won
1361,f,f,f,f,f,f,t,t,t,t,t,f,l,f,w,f,f,nowin
1362,f,f,f,f,f,f,f,f,f,t,f,f,g,f,n,f,f,nowin
1363,f,f,f,f,t,t,f,t,t,t,f,f,g,f,n,f,f,nowin
1364,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,nowin
1365,t,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,won
1366,f,f,f,f,f,t,f,t,t,t,t,f,l,f,n,f,f,nowin
1367,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,won
1368,f,f,f,f,f,t,t,t,t,t,t,f,l,f,n,f,f,nowin
1369,f,f,f,f,f,t,f,f,f,t,f,t,g,f,n,f,f,nowin
1370,f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,won
1371,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,won
1372,f,f,f,f,f,t,f,f,f,t,t,f,l,f,n,f,f,won
1373,f,f,f,f,t,t,t,f,f,t,f,f,g,f,n,f,f,nowin
1374,t,t,f,f,f,f,f,f,f,f,f,f,l,f,b,f,f,nowin
1375,t,f,f,f,f,t,f,f,f,f,t,f,l,f,n,f,t,won
1376,f,f,f,f,f,f,f,f,f,f,f,t,g,f,n,f,f,nowin
1377,f,f,f,f,f,f,f,f,f,t,t,t,g,f,n,f,t,nowin
1378,f,f,f,t,t,t,f,f,f,f,f,f,l,f,n,f,f,won
1379,f,f,f,f,t,t,f,f,f,f,f,f,l,f,n,f,f,won
1380,f,f,f,f,t,t,t,t,t,t,f,f,g,f,n,f,f,nowin
1381,f,f,f,f,f,t,t,t,t,f,t,f,g,f,n,f,f,won
1382,f,f,f,f,f,f,f,f,f,f,t,t,l,f,n,f,f,nowin
1383,f,f,f,f,f,f,f,f,f,t,f,f,g,f,n,f,t,nowin
1384,f,f,f,f,t,t,t,f,f,f,t,f,l,f,w,f,f,won
1385,t,f,f,f,t,f,t,t,t,t,t,f,l,f,w,f,f,nowin
1386,f,f,f,f,t,t,t,f,f,f,f,f,g,f,n,f,f,won
1387,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
1388,f,f,f,f,t,t,f,f,f,f,f,f,l,f,n,f,f,won
1389,f,t,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,won
1390,f,f,f,f,f,f,t,t,t,t,t,t,l,f,w,f,f,nowin
1391,f,f,f,f,f,t,t,t,t,f,f,f,l,f,n,f,f,nowin
1392,f,f,f,f,t,f,t,t,t,t,f,f,l,f,n,f,f,won
1393,t,f,t,f,f,f,t,t,t,t,t,f,l,f,n,f,f,nowin
1394,f,f,f,f,f,t,t,f,t,f,t,f,l,f,n,f,f,won
1395,f,t,f,f,f,f,f,f,f,f,t,f,l,f,w,t,f,won
1396,f,f,f,f,t,f,t,f,f,f,f,f,l,f,n,f,f,won
1397,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,t,won
1398,f,f,f,f,t,f,f,f,f,f,t,f,l,f,n,f,f,won
1399,f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,won
1400,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,won
1401,f,f,f,f,t,t,t,f,t,f,f,f,g,f,n,f,f,won
1402,f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,won
1403,f,f,f,f,f,f,f,f,f,t,t,f,l,f,n,f,f,nowin
1404,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1405,f,f,f,f,t,f,t,t,t,t,t,f,l,f,n,f,f,nowin
1406,f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,won
1407,f,f,f,f,f,t,t,f,t,f,t,f,g,f,n,f,f,won
1408,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,won
1409,t,t,f,f,f,f,f,f,f,f,t,f,g,f,b,f,f,won
1410,f,f,f,f,f,f,f,f,t,f,f,f,g,f,n,f,f,won
1411,f,f,f,f,f,t,f,f,f,f,f,t,g,f,n,f,f,won
1412,t,f,f,t,f,t,f,f,f,f,t,f,l,f,n,f,f,nowin
1413,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
